PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40163476","Doxifluridine promotes host longevity through bacterial metabolism","Wei R, Peng Y, Luo Y, Wang X, Pan Z, Zhou R, Yang H, Huang Z, Liu Y, Dai L, Wang Y, Zhang Y.","PLoS Genet. 2025 Mar 31;21(3):e1011648. doi: 10.1371/journal.pgen.1011648. eCollection 2025 Mar.","Wei R","PLoS Genet","2025","2025/03/31","PMC11977963","","10.1371/journal.pgen.1011648"
"33476260","Telomeric double-strand DNA-binding proteins DTN-1 and DTN-2 ensure germline immortality in Caenorhabditis elegans","Yamamoto I, Zhang K, Zhang J, Vorontsov E, Shibuya H.","Elife. 2021 Jan 21;10:e64104. doi: 10.7554/eLife.64104.","Yamamoto I","Elife","2021","2021/01/21","PMC7819708","","10.7554/eLife.64104"
"24099284","Proteomic studies of isolated lipid droplets from bacteria, C. elegans, and mammals","Na H, Zhang P, Ding Y, Yang L, Wang Y, Zhang H, Xie Z, Yang F, Cichello S, Liu P.","Methods Cell Biol. 2013;116:1-14. doi: 10.1016/B978-0-12-408051-5.00001-2.","Na H","Methods Cell Biol","2013","2013/10/09","","","10.1016/B978-0-12-408051-5.00001-2"
"36493839","Evaluation of nanoplastics toxicity in the soil nematode Caenorhabditis elegans by iTRAQ-based quantitative proteomics","Huang G, Ma Y, Xie D, Zhao C, Zhu L, Xie G, Wu P, Wang W, Zhao Z, Cai Z.","Sci Total Environ. 2023 Mar 1;862:160646. doi: 10.1016/j.scitotenv.2022.160646. Epub 2022 Dec 6.","Huang G","Sci Total Environ","2023","2022/12/09","","","10.1016/j.scitotenv.2022.160646"
"32899194","Short-Term Mild Temperature-Stress-Induced Alterations in the C. elegans Phosphoproteome","Huang J, Wu Z, Zhang X.","Int J Mol Sci. 2020 Sep 3;21(17):6409. doi: 10.3390/ijms21176409.","Huang J","Int J Mol Sci","2020","2020/09/09","PMC7504583","","10.3390/ijms21176409"
"27626671","Proteome-wide Changes in Protein Turnover Rates in C. elegans Models of Longevity and Age-Related Disease","Visscher M, De Henau S, Wildschut MHE, van Es RM, Dhondt I, Michels H, Kemmeren P, Nollen EA, Braeckman BP, Burgering BMT, Vos HR, Dansen TB.","Cell Rep. 2016 Sep 13;16(11):3041-3051. doi: 10.1016/j.celrep.2016.08.025.","Visscher M","Cell Rep","2016","2016/09/15","","","10.1016/j.celrep.2016.08.025"
"32578074","Composition of Caenorhabditis elegans extracellular vesicles suggests roles in metabolism, immunity, and aging","Russell JC, Kim TK, Noori A, Merrihew GE, Robbins JE, Golubeva A, Wang K, MacCoss MJ, Kaeberlein M.","Geroscience. 2020 Aug;42(4):1133-1145. doi: 10.1007/s11357-020-00204-1. Epub 2020 Jun 24.","Russell JC","Geroscience","2020","2020/06/25","PMC7394990","","10.1007/s11357-020-00204-1"
"22493183","Proteomic study and marker protein identification of Caenorhabditis elegans lipid droplets","Zhang P, Na H, Liu Z, Zhang S, Xue P, Chen Y, Pu J, Peng G, Huang X, Yang F, Xie Z, Xu T, Xu P, Ou G, Zhang SO, Liu P.","Mol Cell Proteomics. 2012 Aug;11(8):317-28. doi: 10.1074/mcp.M111.016345. Epub 2012 Apr 9.","Zhang P","Mol Cell Proteomics","2012","2012/04/12","PMC3412964","","10.1074/mcp.M111.016345"
"37372938","Alzheimer's Disease: Significant Benefit from the Yeast-Based Models","Epremyan KK, Mamaev DV, Zvyagilskaya RA.","Int J Mol Sci. 2023 Jun 6;24(12):9791. doi: 10.3390/ijms24129791.","Epremyan KK","Int J Mol Sci","2023","2023/06/28","PMC10298092","","10.3390/ijms24129791"
"33658510","Global profiling of distinct cysteine redox forms reveals wide-ranging redox regulation in C. elegans","Meng J, Fu L, Liu K, Tian C, Wu Z, Jung Y, Ferreira RB, Carroll KS, Blackwell TK, Yang J.","Nat Commun. 2021 Mar 3;12(1):1415. doi: 10.1038/s41467-021-21686-3.","Meng J","Nat Commun","2021","2021/03/04","PMC7930113","","10.1038/s41467-021-21686-3"
"40332360","Advances in Anthelmintic Target Identification","Shanley HT, Wang T, Taki AC, Byrne JJ, Chang BCH, Sleebs BE, Gasser RB.","Int J Mol Sci. 2025 Apr 15;26(8):3738. doi: 10.3390/ijms26083738.","Shanley HT","Int J Mol Sci","2025","2025/05/07","PMC12028019","","10.3390/ijms26083738"
"25537855","A new enabling proteomics methodology to investigate membrane associated proteins from parasitic nematodes: case study using ivermectin resistant and ivermectin susceptible isolates of Caenorhabditis elegans and Haemonchus contortus","Hart EH, Brophy PM, Prescott M, Bartley DJ, Wolf BT, Hamilton JV.","Vet Parasitol. 2015 Jan 30;207(3-4):266-75. doi: 10.1016/j.vetpar.2014.12.003. Epub 2014 Dec 15.","Hart EH","Vet Parasitol","2015","2014/12/25","","","10.1016/j.vetpar.2014.12.003"
"34694534","Resiniferatoxin Hampers the Nocifensive Response of Caenorhabditis elegans to Noxious Heat, and Pathway Analysis Revealed that the Wnt Signaling Pathway is Involved","Salem JB, Nkambeu B, Arvanitis DN, Beaudry F.","Neurochem Res. 2022 Mar;47(3):622-633. doi: 10.1007/s11064-021-03471-2. Epub 2021 Oct 25.","Salem JB","Neurochem Res","2022","2021/10/25","","","10.1007/s11064-021-03471-2"
"39521045","TMEM39A and TMEM131 facilitate bulk transport of ECM proteins through large COPII vesicle formation","Sung JY, Lim GE, Goo J, Jung KJ, Chung JM, Jung HS, Kim YN, Shim J.","J Genet Genomics. 2025 Feb;52(2):189-203. doi: 10.1016/j.jgg.2024.10.013. Epub 2024 Nov 8.","Sung JY","J Genet Genomics","2025","2024/11/09","","","10.1016/j.jgg.2024.10.013"
"34095861","An optimized protocol for isolation of S-nitrosylated proteins from C. elegans","Seth P, Premont RT, Stamler JS.","STAR Protoc. 2021 May 19;2(2):100547. doi: 10.1016/j.xpro.2021.100547. eCollection 2021 Jun 18.","Seth P","STAR Protoc","2021","2021/06/07","PMC8164088","","10.1016/j.xpro.2021.100547"
"19160668","Effects of sterols on the development and aging of Caenorhabditis elegans","Lee EY, Jeong PY, Kim SY, Shim YH, Chitwood DJ, Paik YK.","Methods Mol Biol. 2009;462:167-79. doi: 10.1007/978-1-60327-115-8_11.","Lee EY","Methods Mol Biol","2009","2009/01/24","","","10.1007/978-1-60327-115-8_11"
"20052290","HSF1-controlled and age-associated chaperone capacity in neurons and muscle cells of C. elegans","Kern A, Ackermann B, Clement AM, Duerk H, Behl C.","PLoS One. 2010 Jan 5;5(1):e8568. doi: 10.1371/journal.pone.0008568.","Kern A","PLoS One","2010","2010/01/07","PMC2797298","","10.1371/journal.pone.0008568"
"39693264","Detecting gene expression in Caenorhabditis elegans","Calarco JA, Taylor SR, Miller DM 3rd.","Genetics. 2025 Jan 8;229(1):1-108. doi: 10.1093/genetics/iyae167.","Calarco JA","Genetics","2025","2024/12/18","PMC11979774","","10.1093/genetics/iyae167"
"26656270","Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans","Zimmerman SM, Hinkson IV, Elias JE, Kim SK.","PLoS Genet. 2015 Dec 11;11(12):e1005725. doi: 10.1371/journal.pgen.1005725. eCollection 2015 Dec.","Zimmerman SM","PLoS Genet","2015","2015/12/15","PMC4676719","","10.1371/journal.pgen.1005725"
"37272185","Distinct global metabolomic profiles of the model organism Caenorhabditis elegans during interactions with Staphylococcus aureus and Salmonella enterica Serovar Typhi","Muthubharathi BC, Ravichandiran V, Balamurugan K.","Mol Omics. 2023 Aug 14;19(7):574-584. doi: 10.1039/d3mo00040k.","Muthubharathi BC","Mol Omics","2023","2023/06/05","","","10.1039/d3mo00040k"
"32362303","Proteomic Interactome of C. elegans Mediator Complex Subunit 28 (MDT-28) Reveals Predominant Association with a Restricted Set of Core Mediator Subunits and an Affinity to Additional Structural and Enzymatic Proteins","Yilma P, Kostrouchová M, Talacko P, Kostrouchová V, Kostrouch D, Novák P, Kostrouchová M.","Folia Biol (Praha). 2019;65(5-6):203-211. doi: 10.14712/fb2019065050203.","Yilma P","Folia Biol (Praha)","2019","2020/05/05","","","10.14712/fb2019065050203"
"26508544","Dynamic changes of histone H3 marks during Caenorhabditis elegans lifecycle revealed by middle-down proteomics","Sidoli S, Vandamme J, Salcini AE, Jensen ON.","Proteomics. 2016 Feb;16(3):459-64. doi: 10.1002/pmic.201500285. Epub 2016 Jan 15.","Sidoli S","Proteomics","2016","2015/10/29","","","10.1002/pmic.201500285"
"15690045","Chemical structure and biological activity of the Caenorhabditis elegans dauer-inducing pheromone","Jeong PY, Jung M, Yim YH, Kim H, Park M, Hong E, Lee W, Kim YH, Kim K, Paik YK.","Nature. 2005 Feb 3;433(7025):541-5. doi: 10.1038/nature03201.","Jeong PY","Nature","2005","2005/02/04","","","10.1038/nature03201"
"15489332","High-throughput expression of C. elegans proteins","Luan CH, Qiu S, Finley JB, Carson M, Gray RJ, Huang W, Johnson D, Tsao J, Reboul J, Vaglio P, Hill DE, Vidal M, Delucas LJ, Luo M.","Genome Res. 2004 Oct;14(10B):2102-10. doi: 10.1101/gr.2520504.","Luan CH","Genome Res","2004","2004/10/19","PMC528926","","10.1101/gr.2520504"
"39240213","Physiological evaluation and transcriptomic and proteomic analyses to reveal the anti-aging and reproduction-promoting mechanisms of glycitein in Caenorhabditis elegans","Lei J, Cao L, Li Y, Kan Q, Yang L, Dai W, Liu G, Fu J, Chen Y, Huang Q, Ho CT, Cao Y, Wen L.","Food Funct. 2024 Sep 30;15(19):9849-9862. doi: 10.1039/d4fo02271h.","Lei J","Food Funct","2024","2024/09/06","","","10.1039/d4fo02271h"
"12445390","Integrating interactome, phenome, and transcriptome mapping data for the C. elegans germline","Walhout AJ, Reboul J, Shtanko O, Bertin N, Vaglio P, Ge H, Lee H, Doucette-Stamm L, Gunsalus KC, Schetter AJ, Morton DG, Kemphues KJ, Reinke V, Kim SK, Piano F, Vidal M.","Curr Biol. 2002 Nov 19;12(22):1952-8. doi: 10.1016/s0960-9822(02)01279-4.","Walhout AJ","Curr Biol","2002","2002/11/26","","","10.1016/s0960-9822(02)01279-4"
"38141130","Cannabidiol and Tetrahydrocannabinol Antinociceptive Activity is Mediated by Distinct Receptors in Caenorhabditis elegans","Boujenoui F, Nkambeu B, Salem JB, Castano Uruena JD, Beaudry F.","Neurochem Res. 2024 Apr;49(4):935-948. doi: 10.1007/s11064-023-04069-6. Epub 2023 Dec 23.","Boujenoui F","Neurochem Res","2024","2023/12/23","","","10.1007/s11064-023-04069-6"
"27068465","PROS-1/Prospero Is a Major Regulator of the Glia-Specific Secretome Controlling Sensory-Neuron Shape and Function in C. elegans","Wallace SW, Singhvi A, Liang Y, Lu Y, Shaham S.","Cell Rep. 2016 Apr 19;15(3):550-562. doi: 10.1016/j.celrep.2016.03.051. Epub 2016 Apr 7.","Wallace SW","Cell Rep","2016","2016/04/13","PMC4838487","NIHMS771566","10.1016/j.celrep.2016.03.051"
"26232411","Cooperative target mRNA destabilization and translation inhibition by miR-58 microRNA family in C. elegans","Subasic D, Brümmer A, Wu Y, Pinto SM, Imig J, Keller M, Jovanovic M, Lightfoot HL, Nasso S, Goetze S, Brunner E, Hall J, Aebersold R, Zavolan M, Hengartner MO.","Genome Res. 2015 Nov;25(11):1680-91. doi: 10.1101/gr.183160.114. Epub 2015 Jul 31.","Subasic D","Genome Res","2015","2015/08/02","PMC4617964","","10.1101/gr.183160.114"
"24798811","Isolation of serpin-interacting proteins in C. elegans using protein affinity purification","Miedel MT, Zeng X, Yates NA, Silverman GA, Luke CJ.","Methods. 2014 Aug 1;68(3):536-41. doi: 10.1016/j.ymeth.2014.04.019. Epub 2014 May 2.","Miedel MT","Methods","2014","2014/05/07","PMC4113314","NIHMS592839","10.1016/j.ymeth.2014.04.019"
"26111764","A systems toxicology approach on the mechanism of uptake and toxicity of MWCNT in Caenorhabditis elegans","Eom HJ, Roca CP, Roh JY, Chatterjee N, Jeong JS, Shim I, Kim HM, Kim PJ, Choi K, Giralt F, Choi J.","Chem Biol Interact. 2015 Sep 5;239:153-63. doi: 10.1016/j.cbi.2015.06.031. Epub 2015 Jun 22.","Eom HJ","Chem Biol Interact","2015","2015/06/27","","","10.1016/j.cbi.2015.06.031"
"25720978","Overlapping and unique signatures in the proteomic and transcriptomic responses of the nematode Caenorhabditis elegans toward pathogenic Bacillus thuringiensis","Yang W, Dierking K, Esser D, Tholey A, Leippe M, Rosenstiel P, Schulenburg H.","Dev Comp Immunol. 2015 Jul;51(1):1-9. doi: 10.1016/j.dci.2015.02.010. Epub 2015 Feb 23.","Yang W","Dev Comp Immunol","2015","2015/02/28","","","10.1016/j.dci.2015.02.010"
"36198694","Thermosensation in Caenorhabditis elegans is linked to ubiquitin-dependent protein turnover via insulin and calcineurin signalling","Segref A, Vakkayil KL, Padvitski T, Li Q, Kroef V, Lormann J, Körner L, Finger F, Hoppe T.","Nat Commun. 2022 Oct 5;13(1):5874. doi: 10.1038/s41467-022-33467-7.","Segref A","Nat Commun","2022","2022/10/05","PMC9534930","","10.1038/s41467-022-33467-7"
"36737562","Antinociceptive Activity of Vanilloids in Caenorhabditis elegans is Mediated by the Desensitization of the TRPV Channel OCR-2 and Specific Signal Transduction Pathways","Nkambeu B, Salem JB, Beaudry F.","Neurochem Res. 2023 Jun;48(6):1900-1911. doi: 10.1007/s11064-023-03876-1. Epub 2023 Feb 3.","Nkambeu B","Neurochem Res","2023","2023/02/03","","","10.1007/s11064-023-03876-1"
"20835247","A quantitative targeted proteomics approach to validate predicted microRNA targets in C. elegans","Jovanovic M, Reiter L, Picotti P, Lange V, Bogan E, Hurschler BA, Blenkiron C, Lehrbach NJ, Ding XC, Weiss M, Schrimpf SP, Miska EA, Grosshans H, Aebersold R, Hengartner MO.","Nat Methods. 2010 Oct;7(10):837-42. doi: 10.1038/nmeth.1504. Epub 2010 Sep 12.","Jovanovic M","Nat Methods","2010","2010/09/14","PMC3444237","UKMS49182","10.1038/nmeth.1504"
"30962274","Cell-Nonautonomous Regulation of Proteostasis in Aging and Disease","Morimoto RI.","Cold Spring Harb Perspect Biol. 2020 Apr 1;12(4):a034074. doi: 10.1101/cshperspect.a034074.","Morimoto RI","Cold Spring Harb Perspect Biol","2020","2019/04/10","PMC7111247","","10.1101/cshperspect.a034074"
"22665168","To UPR… and beyond! A new role for a BiP/GRP78 protein in the control of antimicrobial peptide expression in C. elegans epidermis","Lamitina T, Chevet E.","Virulence. 2012 May 1;3(3):238-40. doi: 10.4161/viru.20794. Epub 2012 May 1.","Lamitina T","Virulence","2012","2012/06/06","PMC3442834","","10.4161/viru.20794"
"29476518","Identification of Endogenous Neuropeptides in the Nematode C. elegans Using Mass Spectrometry","Van Bael S, Edwards SL, Husson SJ, Temmerman L.","Methods Mol Biol. 2018;1719:271-291. doi: 10.1007/978-1-4939-7537-2_18.","Van Bael S","Methods Mol Biol","2018","2018/02/25","","","10.1007/978-1-4939-7537-2_18"
"31963736","A Combined Proteomics, Metabolomics and In Vivo Analysis Approach for the Characterization of Probiotics in Large-Scale Production","Bianchi L, Laghi L, Correani V, Schifano E, Landi C, Uccelletti D, Mattei B.","Biomolecules. 2020 Jan 18;10(1):157. doi: 10.3390/biom10010157.","Bianchi L","Biomolecules","2020","2020/01/23","PMC7022454","","10.3390/biom10010157"
"23929540","Proteomics analysis in Caenorhabditis elegans to elucidate the response induced by tyrosol, an olive phenol that stimulates longevity and stress resistance","Cañuelo A, Peragón J.","Proteomics. 2013 Oct;13(20):3064-75. doi: 10.1002/pmic.201200579. Epub 2013 Sep 18.","Cañuelo A","Proteomics","2013","2013/08/10","","","10.1002/pmic.201200579"
"26444998","Anti-amyloid compounds protect from silica nanoparticle-induced neurotoxicity in the nematode C. elegans","Scharf A, Gührs KH, von Mikecz A.","Nanotoxicology. 2016;10(4):426-35. doi: 10.3109/17435390.2015.1073399. Epub 2015 Oct 7.","Scharf A","Nanotoxicology","2016","2015/10/08","PMC4819850","","10.3109/17435390.2015.1073399"
"20149819","A differential proteomics study of Caenorhabditis elegans infected with Aeromonas hydrophila","Bogaerts A, Temmerman L, Boerjan B, Husson SJ, Schoofs L, Verleyen P.","Dev Comp Immunol. 2010 Jun;34(6):690-8. doi: 10.1016/j.dci.2010.02.003. Epub 2010 Feb 17.","Bogaerts A","Dev Comp Immunol","2010","2010/02/13","","","10.1016/j.dci.2010.02.003"
"19922876","SUMO regulates the assembly and function of a cytoplasmic intermediate filament protein in C. elegans","Kaminsky R, Denison C, Bening-Abu-Shach U, Chisholm AD, Gygi SP, Broday L.","Dev Cell. 2009 Nov;17(5):724-35. doi: 10.1016/j.devcel.2009.10.005.","Kaminsky R","Dev Cell","2009","2009/11/20","PMC2803632","NIHMS154584","10.1016/j.devcel.2009.10.005"
"30579161","Lipidomic alteration and stress-defense mechanism of soil nematode Caenorhabditis elegans in response to extremely low-frequency electromagnetic field exposure","Sun Y, Huang X, Wang Y, Shi Z, Liao Y, Cai P.","Ecotoxicol Environ Saf. 2019 Apr 15;170:611-619. doi: 10.1016/j.ecoenv.2018.11.137. Epub 2018 Dec 19.","Sun Y","Ecotoxicol Environ Saf","2019","2018/12/23","","","10.1016/j.ecoenv.2018.11.137"
"24458371","Altered proteostasis in aging and heat shock response in C. elegans revealed by analysis of the global and de novo synthesized proteome","Liang V, Ullrich M, Lam H, Chew YL, Banister S, Song X, Zaw T, Kassiou M, Götz J, Nicholas HR.","Cell Mol Life Sci. 2014 Sep;71(17):3339-61. doi: 10.1007/s00018-014-1558-7. Epub 2014 Jan 24.","Liang V","Cell Mol Life Sci","2014","2014/01/25","PMC4131143","","10.1007/s00018-014-1558-7"
"37874738","Elegant Nematodes Improve Our Understanding of Human Neuronal Diseases, the Role of Pollutants and Strategies of Resilience","von Mikecz A.","Environ Sci Technol. 2023 Nov 7;57(44):16755-16763. doi: 10.1021/acs.est.3c04580. Epub 2023 Oct 24.","von Mikecz A","Environ Sci Technol","2023","2023/10/24","PMC10634345","","10.1021/acs.est.3c04580"
"34496610","DREAM On: Cell Cycle Control in Development and Disease","Walston H, Iness AN, Litovchick L.","Annu Rev Genet. 2021 Nov 23;55:309-329. doi: 10.1146/annurev-genet-071819-103836. Epub 2021 Sep 8.","Walston H","Annu Rev Genet","2021","2021/09/09","","","10.1146/annurev-genet-071819-103836"
"14992718","Systematic interactome mapping and genetic perturbation analysis of a C. elegans TGF-beta signaling network","Tewari M, Hu PJ, Ahn JS, Ayivi-Guedehoussou N, Vidalain PO, Li S, Milstein S, Armstrong CM, Boxem M, Butler MD, Busiguina S, Rual JF, Ibarrola N, Chaklos ST, Bertin N, Vaglio P, Edgley ML, King KV, Albert PS, Vandenhaute J, Pandey A, Riddle DL, Ruvkun G, Vidal M.","Mol Cell. 2004 Feb 27;13(4):469-82. doi: 10.1016/s1097-2765(04)00033-4.","Tewari M","Mol Cell","2004","2004/03/03","","","10.1016/s1097-2765(04)00033-4"
"18023117","Genomic classification of protein-coding gene families","Schwarz EM.","WormBook. 2005 Sep 23:1-23. doi: 10.1895/wormbook.1.29.1.","Schwarz EM","WormBook","2005","2007/11/21","PMC4781403","","10.1895/wormbook.1.29.1"
"22118287","Methods for evaluating the Caenorhabditis elegans dauer state: standard dauer-formation assay using synthetic daumones and proteomic analysis of O-GlcNAc modifications","Lee J, Kim KY, Joo HJ, Kim H, Jeong PY, Paik YK.","Methods Cell Biol. 2011;106:445-60. doi: 10.1016/B978-0-12-544172-8.00016-5.","Lee J","Methods Cell Biol","2011","2011/11/29","","","10.1016/B978-0-12-544172-8.00016-5"
"28854356","Multilayered Reprogramming in Response to Persistent DNA Damage in C. elegans","Edifizi D, Nolte H, Babu V, Castells-Roca L, Mueller MM, Brodesser S, Krüger M, Schumacher B.","Cell Rep. 2017 Aug 29;20(9):2026-2043. doi: 10.1016/j.celrep.2017.08.028.","Edifizi D","Cell Rep","2017","2017/08/31","PMC5583510","","10.1016/j.celrep.2017.08.028"
"32291085","Elucidating the molecular and developmental biology of parasitic nematodes: Moving to a multiomics paradigm","Ma G, Wang T, Korhonen PK, Hofmann A, Sternberg PW, Young ND, Gasser RB.","Adv Parasitol. 2020;108:175-229. doi: 10.1016/bs.apar.2019.12.005. Epub 2020 Jan 31.","Ma G","Adv Parasitol","2020","2020/04/16","","","10.1016/bs.apar.2019.12.005"
"29178193","Proteomic Characterization of Caenorhabditis elegans Larval Development","Xia T, Horton ER, Salcini AE, Pocock R, Cox TR, Erler JT.","Proteomics. 2018 Jan;18(2). doi: 10.1002/pmic.201700238. Epub 2017 Dec 27.","Xia T","Proteomics","2018","2017/11/28","","","10.1002/pmic.201700238"
