Gene	Synonyms
FBgn0036462	mRpL39
FBti0060167	INE-1
FBgn0265735	CR44542
FBgn0286925	CR46422
FBti0020191	Tc1
FBgn0029172	Fad2
FBgn0036927	Gabat
FBgn0028427	Ilk
FBti0060187	G2
FBti0059929	gypsy3
FBgn0052173	Pro-CGG-2-2
FBgn0264554	CR43933
FBgn0052273	Met-CAT-2-1
FBgn0267320	CR45756
FBgn0036975	CG5618
FBgn0052196	CG32196
FBgn0003041	pbl
FBgn0250833	CG34461
FBgn0001257	ImpL2
FBgn0036156	CG11726
FBgn0040305	MTF-1
FBti0059908	gypsy8
FBgn0037021	Pcif1
FBgn0260660	Mp
FBgn0036397	Nprl3
FBgn0014848	Eig71Eh
FBti0060385	INE-1
FBgn0036805	Chmp1
FBgn0267296	CR45732
FBgn0000567	Eip74EF
FBti0020188	G2
FBgn0266667	Exo70
FBgn0035900	ZC3H3
FBti0064022	INE-1
RR48402_transposable_element	F; RR48402
FBgn0052461	CG32461
FBgn0283649	elgi
FBgn0085300	Cpr65Ay
FBgn0037013	CG13250
FBgn0264272	mwh
FBgn0261801	CG42747
FBgn0036131	CG12522
FBgn0052153	Met-CAT-1-3
FBgn0263246	CG43389
FBgn0259791	bora
FBgn0263832	Rcd5
FBti0061065	BS3
FBgn0035735	Cpr65Ea
FBgn0085296	CG34267
FBgn0041625	Or65a
FBgn0086079	Me28S-A774a
FBgn0035951	CG5068
FBti0062667	gypsy10
FBgn0037014	CG13251
FBgn0036031	CG6761
FBti0060778	INE-1
FBgn0286758	Me18S-G1358c
FBgn0052480	Ile-TAT-1-1
FBgn0037172	ND-B14.5AL
FBgn0267475	CR45825
FBgn0265711	CR44518
FBgn0261953	TfAP-2
FBgn0037137	Nopp140
FBgn0250911	CG42245
FBgn0267951	CR46231
FBgn0036835	CG14075
FBgn0264516	CG43915
FBti0020139	hopper2
FBgn0036023	CG18179
FBti0020149	BS
FBgn0036715	Cad74A
FBti0061337	Cr1a
FBgn0052189	CG32189
FBgn0035548	CG15023
FBgn0036395	CG17361
FBti0062207	gypsy9
FBgn0267623	CR45961
FBgn0263495	CR43484
FBgn0054025	CG34025
FBti0020142	hopper
FBgn0267487	Ptp61F
FBti0020111	Doc
FBgn0026630	nes
FBgn0003378	Sgs8
FBgn0266680	CR45170
FBgn0262021	CG42832
FBgn0267311	CR45747
FBti0020011	mdg1
FBti0061974	INE-1
FBgn0266932	CR45383
FBgn0035555	CG13720
FBgn0035978	UGP
FBgn0259174	Nedd4
FBti0059864	HB
FBgn0036528	CG7579
FBgn0035218	CG9173
FBgn0036208	Gcat
FBgn0035998	CG3437
FBgn0017572	Mo25
FBgn0036547	CG17032
FBgn0037045	CG10584
FBgn0015586	Acp76A
FBti0060206	INE-1
FBgn0027616	Ythdc1
FBti0020069	roo
FBgn0037106	CG11307
FBti0215324	opus
FBti0063342	INE-1
FBgn0036183	CG6083
FBti0059915	Rt1a
FBgn0042641	frc
FBgn0045478	Gr64b
FBgn0035632	Ppat-Dpck
FBti0061041	Porto1
FBti0059954	INE-1
FBgn0263470	Tudor-SN-a
FBgn0266790	CR45255
FBgn0036246	CG17154
FBgn0264570	CR43942
FBti0061967	INE-1
FBgn0036490	Prx1
FBgn0266977	CG45428
FBgn0036363	CG10140
FBgn0035788	CG8541
FBgn0020518	Me28S-G764
FBgn0263632	mir-3642
FBti0060231	INE-1
FBti0063887	INE-1
FBgn0020300	geko
FBgn0042177	Arts
FBgn0037131	CG14564
FBti0062669	Idefix
FBti0063952	INE-1
FBgn0053489	CG33489
FBti0061952	INE-1
FBgn0035524	CG11583
FBgn0035443	CG12010
FBgn0262415	mir-289
FBgn0262788	CG43169
FBgn0019644	ATPsynB
FBgn0260026	CG42494
FBgn0265729	CR44536
FBgn0001248	Idh
FBgn0086915	Mst77F
FBgn0028962	AlaRS-m
FBgn0044049	Ilp4
FBgn0066365	dyl
FBgn0267668	CR46006
FBgn0036846	MESR6
FBgn0041622	Or69a
FBgn0265886	CR44675
FBgn0013997	Nrx-IV
FBgn0052174	Coq4
FBgn0035331	MsR1
FBti0020173	Rt1b
FBgn0040699	CG15024
FBgn0052304	obst-I
FBti0020045	jockey
FBgn0036264	CG11529
FBgn0035620	Alp9
FBgn0263493	CR43482
FBti0061930	Quasimodo
FBgn0052058	Ir67c
FBgn0267299	CR45735
FBgn0262870	axo
FBgn0262894	CG43249
FBti0020077	Doc
FBgn0052413	CG32413
FBgn0035831	Pop4
FBgn0036862	Gbs-76A
FBgn0040056	CG17698
FBti0063680	INE-1
FBgn0262249	mir-958
FBgn0263004	CG43312
FBgn0037115	CG11249
FBgn0266934	CR45385
FBti0061993	hopper2
FBgn0266384	CR45026
FBgn0010317	CycJ
FBgn0036752	Adgf-A
FBti0063339	INE-1
FBgn0267461	CR45811
FBti0060401	INE-1
FBgn0262022	CG42833
FBgn0266689	CR45179
FBgn0035886	Jon66Ci
FBgn0023174	Prosbeta2
FBgn0035727	CG10063
FBgn0266403	CR45043
FBgn0262985	CG43293
FBgn0036568	ATPsynbetaL
FBgn0086785	Vps36
FBgn0035827	Srp9
FBgn0036793	CG4174
FBgn0262031	CR42842
FBgn0035838	ldbr
FBgn0265756	CR44563
FBgn0035702	CG10147
FBgn0052141	saturn
FBti0063866	INE-1
FBgn0267552	CR45892
FBti0064026	INE-1
FBgn0040816	CG12521
FBgn0036028	CG16717
FBgn0265885	CR44674
FBgn0036039	Naa60
FBgn0264727	CR43995
FBgn0036351	CG14107
FBgn0035103	Vdup1
FBgn0086533	Me18S-C419
FBti0020242	gtwin
FBgn0036911	Fibp
FBgn0035865	CG7201
FBti0020093	roo
FBti0060418	gypsy
FBgn0020294	ko
FBti0020123	Doc
FBti0060397	INE-1
FBgn0036015	CG3088
FBgn0035568	CG18418
FBti0020064	FB; nmo[FB]
FBti0063936	G4
FBgn0037199	EMC4
FBgn0036096	CG8003
FBgn0036909	Ccdc58
FBgn0037139	CG14563
FBgn0037003	CG18281
FBgn0036879	Cpr76Bb
FBgn0037098	Wnk
FBgn0036893	PIG-F
FBgn0264512	CR43911
FBgn0053993	Egfrap
FBgn0266786	CR45251
FBti0059932	gypsy5
FBgn0027057	CSN1b
FBti0020124	jockey
FBgn0035207	Herc4
FBgn0036945	Ssk
FBti0020169	invader3
RR48300_transposable_element	G6; RR48300
FBti0062127	INE-1
FBgn0266682	CR45172
FBgn0053769	CG33769
FBti0063931	INE-1
FBgn0035170	dpr20
FBgn0264606	Fife
FBgn0085292	CG34263
FBgn0024733	RpL10
FBgn0267219	CR45659
FBti0020103	roo
FBgn0266772	CR45237
FBgn0036486	Msh6
FBgn0004926	eIF2beta
FBgn0266536	CR45097
FBgn0035110	thoc7
FBgn0035941	CG13313
FBgn0017578	Max
FBgn0264748	CG44006
FBgn0053234	CG33234
FBgn0035109	CG13876
FBgn0044028	Notum
FBti0061787	INE-1
FBgn0004427	LysD
FBgn0035189	CG9119
FBgn0035237	CG13917
FBgn0267947	CR46227
FBgn0035734	CG14823
FBgn0036995	atk
FBti0063624	3S18
FBgn0037121	Polr2H
FBgn0261506	CG42654
FBgn0037024	tzn
FBgn0036531	CG6244
FBgn0036677	CG13023
FBgn0035879	GAPcenA
FBti0063292	Max
FBgn0261556	CG42674
FBgn0035161	CG13898
FBgn0036057	Hez
FBgn0035241	CG12105
FBgn0036053	iPLA2-VIA
FBgn0037164	CG11438
FBgn0264601	CR43950
FBti0020035	X
FBgn0037005	CG5078
FBgn0264513	CR43912
FBgn0267615	CR45953
FBgn0082948	Me18S-U1356b
FBgn0052161	CG32161
FBgn0036104	CG6418
FBgn0036612	CG4998
FBgn0035842	Setx
FBgn0035217	FucTD
FBgn0085273	CG34244
FBgn0263608	l(3)72Dr
FBgn0015283	Rpn10
FBgn0267234	CR45674
FBti0061338	INE-1
FBgn0037037	CG10588
FBgn0262330	mir-193
FBgn0037166	CG11426
FBti0020246	Stalker
FBgn0036226	CG7252
FBgn0265296	Dscam2
FBti0148145	Y
FBti0063290	GATE
FBgn0035315	CG8960
FBgn0004852	Ac76E
FBti0060481	Cr1a
FBti0060656	INE-1
FBgn0263973	jv
FBgn0053700	CG33700
FBgn0085411	CG34382
FBti0020290	invader1
FBgn0052274	Drsl1
FBgn0036075	CG8065
FBgn0036177	CG33268
FBti0063918	springer
FBgn0036940	obst-J
FBgn0035271	CG2021
FBgn0265739	CR44546
FBgn0035943	CG5653
FBti0063438	INE-1
FBgn0053258	CG33258
FBgn0036179	CG7368
FBgn0036314	Sf3a2
FBgn0036495	CG33259
FBgn0037067	Cpr78Ca
FBti0020120	jockey
FBgn0035290	dsb
FBgn0036342	CG11279
FBgn0036106	CG6409
FBgn0037133	CG7370
FBgn0267614	CR45952
FBgn0266690	CR45180
FBgn0035805	CG7506
FBti0061031	ninja-Dsim-like
FBti0059944	INE-1
FBgn0266967	CR45418
FBgn0035983	CG4080
FBti0063206	Cr1a
FBgn0262484	CG43074
FBti0059736	FB; Pka-R1-FB-NOF
FBgn0035575	CG7509
FBgn0036032	CG16711
FBgn0267598	CR45936
FBgn0260657	CG42540
FBgn0266655	CR45162
FBgn0010387	Acbp2
FBgn0250816	AGO3
FBgn0036624	RAF2
FBgn0266452	Ctps
FBgn0262020	CG42831
FBgn0259173	corn
FBgn0036717	CG13731
FBti0062670	BS3
FBgn0047135	CG32276
FBgn0036557	mRpS31
FBgn0052452	CG32452
FBgn0035236	Tmep
FBti0063872	INE-1
FBgn0036108	Cpr67Fa1
FBti0063145	INE-1
FBgn0264721	CR43989
FBgn0036470	EAChm
FBgn0054057	CG34057
FBgn0266989	CR45440
FBgn0036210	CG14130
FBgn0035181	CG9205
FBgn0036696	Pop5
FBti0060755	INE-1
FBgn0036043	Ae2
FBgn0035484	CG11594
FBgn0036574	elg1
FBgn0035336	CG9004
FBgn0267662	CR46000
FBti0020196	Doc
FBgn0267483	CR45833
FBti0061561	INE-1
FBti0061502	INE-1
FBgn0036497	Ran-like
FBgn0020392	Nmt
FBgn0052188	CG32188
FBgn0022699	D19B
FBgn0035577	CG13708
FBgn0263219	Dscam4
FBgn0036254	CG5645
FBgn0036906	CG14102
FBgn0037065	CG12974
FBgn0262530	CG43084
RR42631_transposable_element	Quasimodo; RR42631
FBgn0036094	CG14153
FBti0062656	F
FBgn0014388	sty
FBgn0037068	Cpr78Cb
FBgn0266955	CR45406
FBgn0035499	Chd64
FBgn0035328	yellow-g2
FBti0061300	INE-1
FBgn0036000	CG3434
FBgn0035141	Cypl
FBgn0036008	CG3408
FBti0061859	gypsy
FBti0063317	gypsy4
FBgn0001229	Hsp67Bc
FBgn0045474	Gr77a
FBgn0040318	HGTX
FBgn0267536	CR45876
FBgn0036168	CG7512
FBgn0265704	CR44511
FBgn0036638	CG13033
FBgn0037163	laza
FBti0020125	BS
FBgn0264487	CG43895
FBgn0265891	CR44680
FBgn0263845	CR43706
FBgn0041630	Hexo1
FBgn0037039	CG10587
FBgn0086708	stv
FBgn0267554	CR45894
FBti0060374	INE-1
FBti0060953	Stalker
FBgn0001099	gdl
FBti0060700	INE-1
FBgn0036203	Muc68D
FBgn0052190	NUCB1
FBti0059761	Cr1a
FBgn0036818	CG14074
FBgn0267218	CR45658
FBgn0083015	Psi18S-920
FBgn0052446	Atox1
FBti0062672	gypsy2
FBti0060437	Doc
FBti0020056	BS
FBgn0035782	CG14835
FBgn0035730	CG17744
FBgn0036327	CG10748
FBgn0000565	MsrA
FBgn0267626	CR45964
FBgn0266782	CR45247
FBgn0024236	foi
FBti0060245	INE-1
FBgn0052073	CG32073
FBti0020105	F
FBgn0037165	CG11437
FBti0060773	INE-1
FBgn0262716	Arp3
FBti0063832	INE-1
FBgn0026320	Tom
FBgn0035491	Dpy-30L2
FBgn0035131	mthl9
FBgn0020248	stet
FBgn0259481	Mob2
FBti0063441	INE-1
FBgn0043550	Tsp68C
FBgn0266982	CR45433
FBgn0287423	Nplp2
FBgn0036083	Ir67b
FBgn0000625	eyg
FBgn0015033	Cyp4d8
FBgn0004552	Akh
FBgn0037114	Cpr78E
FBgn0259200	CG42304
FBgn0052286	Cys-GCA-1-4
FBgn0035591	CG4611
FBti0063216	Rt1a
FBgn0267714	CR46047
FBti0062543	gypsy9
FBgn0025874	Meics
FBgn0035703	Bulli
FBgn0027364	Six4
FBti0063362	gypsy9
FBgn0024510	dlt
FBti0063855	INE-1
FBgn0003076	Pgm1
FBgn0023000	mth
FBgn0053796	CG33796
FBti0020198	invader2
FBgn0261832	CG42764
FBgn0260776	CG42570
FBgn0265448	CR44348
FBgn0035179	aln
FBti0060649	X
FBgn0036298	nst
FBgn0267795	Frl
FBti0063347	gypsy8
FBgn0035280	Cpr62Bb
FBgn0053986	CG33986
FBgn0036532	CG13445
FBgn0266100	CG44837
FBgn0260008	UQCR-11
FBgn0026179	siz
FBgn0040487	BobA
FBgn0036553	CG17027
FBti0063074	INE-1
FBgn0267641	CR45979
FBgn0040817	CG14132
FBgn0026197	noe
FBti0060483	Cr1a
FBti0062688	springer
FBti0020052	Rt1b
FBti0020267	S
FBgn0036082	CG12362
FBgn0026570	CG5704
FBti0060811	INE-1
FBgn0262890	CG43245
FBti0061537	INE-1
FBgn0002565	Lsp2
FBti0063233	INE-1
FBgn0263839	CR43701
FBgn0035244	ABCB7
FBgn0086078	Me28S-A774b
FBgn0036258	eIF3l
FBgn0042179	Ugt305A1
FBti0060736	G5A
FBgn0261602	RpL8
FBgn0035692	Sf3b6
FBti0061953	INE-1
FBgn0266980	CR45431
FBti0059917	transib1
FBgn0052371	CG32371
FBgn0263573	mir-4942
FBgn0000357	Cp18
FBgn0022709	Ak1
FBgn0035547	CG15022
FBgn0037200	CG11109
FBgn0260777	CG42571
FBti0020232	S
FBgn0036229	CG7248
FBgn0052250	PMP34
FBgn0036328	CG10749
FBgn0004888	Scsalpha1
FBti0020058	Quasimodo
FBgn0035510	Cpr64Aa
FBgn0035397	PAN3
FBti0060228	INE-1
FBti0062666	HMS-Beagle
FBgn0036754	ais
FBgn0266678	CR45168
FBgn0036391	CG17364
FBgn0035424	Larp4B
FBgn0250814	UQCR-C2
FBgn0040074	retinin
FBgn0266936	CR45387
FBgn0035438	Gtpx
FBgn0267317	CR45753
FBti0061021	gypsy8
FBgn0052271	CG32271
FBgn0004401	Pep
FBgn0266656	CR45163
FBgn0262269	mir-955
FBgn0262057	Spn77Ba
FBti0020141	hopper2
FBgn0011817	nmo
FBgn0035985	Cpr67B
FBgn0262524	ver
FBgn0035479	CG14983
FBgn0083058	Psi18S-1086
FBgn0261682	CG42729
FBgn0053054	Targ1
FBgn0025776	ind
FBgn0016036	mei-P22
FBgn0266684	CR45174
FBgn0053777	CG33777
FBti0060721	Quasimodo
FBgn0036019	Or67b
FBgn0036890	CG9368
FBgn0010417	Taf6
FBgn0262107	CR42860
FBti0059859	Stalker4
FBgn0035232	CG12099
FBgn0264492	CkIIalpha
FBgn0267984	CR46251
FBti0061281	INE-1
FBgn0002926	ndl
FBti0061063	McClintock
FBgn0003710	tipE
FBti0063677	INE-1
FBgn0052227	gogo
FBgn0036984	CG13248
FBgn0052285	Lys-CTT-1-12
FBgn0036227	CG17826
FBgn0266694	CR45184
FBgn0011769	Fdx1
FBgn0020640	Lcp65Ae
FBti0063915	mdg1
FBti0059941	X
FBgn0266585	Leu-CAG-1-8
FBgn0014343	mirr
FBgn0052305	CG32305
FBgn0035608	blanks
FBgn0037017	CG4074
FBti0062626	INE-1
FBgn0035957	Argk2
FBti0062048	Quasimodo
FBgn0036403	CG6661
FBti0062594	INE-1
FBti0020010	Tirant
FBgn0264460	CR43868
FBgn0086065	Me28S-G3113a
FBgn0036996	mag
FBgn0035552	CG11350
FBgn0264722	CR43990
FBgn0265719	CR44526
FBgn0036827	CG6843
FBti0020205	blood
FBgn0035167	Gr61a
FBgn0052039	Svip
FBgn0052071	CG32071
FBgn0260480	CG32295
FBgn0036815	HipHop
FBgn0044419	Pmi
FBgn0267246	CR45686
FBti0060213	INE-1
FBgn0036618	Cpr72Eb
FBgn0086062	Me28S-C788b
FBgn0016715	Reg-2
FBgn0036728	UQCR-Q
FBgn0016031	lama
FBti0020293	invader1
FBgn0284444	ddbt
FBgn0042119	Cpr65Au
FBgn0267605	CR45943
FBgn0036334	CG11267
FBti0020109	F
FBti0061969	INE-1
FBgn0036052	CG10809
FBgn0037151	CG7130
FBgn0052485	CG32485
FBgn0036549	CG10516
FBgn0035421	nSMase
FBgn0054047	CR34047
FBgn0035158	CG13895
FBgn0265102	Oseg1
FBgn0052379	CG32379
FBgn0262854	CG43218
FBgn0035811	Mcad
FBti0020237	rooA
FBgn0035587	Gdap1
FBgn0052104	CG32104
FBgn0010747	Srp54k
FBgn0263844	CR43705
FBgn0265932	CR44721
FBgn0036165	chrb
FBti0060612	INE-1
FBti0059916	Rt1a
FBgn0053290	CG33290
FBgn0036560	CG5895
FBgn0052224	CR32224
FBgn0013755	Bro
FBgn0264482	CR43890
FBgn0036449	bmm
FBgn0060292	66Da
FBgn0036380	CG8757
RR51001_transposable_element	RR51001
FBgn0262351	CG43049
FBgn0037185	CG11367
FBgn0040795	CG13038
FBgn0286914	CR46414
FBgn0035699	CG13300
FBti0020176	mdg3
FBti0060380	INE-1
FBgn0036221	CG11588
FBgn0036913	Usp32
FBgn0015919	caup
FBgn0267603	CR45941
FBgn0036783	CheA75a
FBgn0053233	CG33233
FBti0060427	opus
FBgn0266938	CR45389
FBgn0043025	Adgf-A2
FBgn0037069	Cpr78Cc
FBgn0082994	Psi28S-1837c
RR48379_transposable_element	S; RR48379
FBgn0036908	TORIP
FBgn0036143	CG14142
FBgn0027055	CSN3
FBgn0015218	eIF4E1
FBti0020147	gypsy2
FBgn0053169	CG33169
FBti0059952	INE-1
RR48389_transposable_element	roo; RR48389
FBgn0286979	CG46439
FBgn0045770	S-Lap3
FBgn0036232	CG14125
RR48396_transposable_element	Stalker; RR48396
FBgn0264476	CR43884
FBgn0011771	Hem
FBgn0035823	eIF4E5
FBgn0265089	eIF4E3
FBgn0266592	CR45117
FBgn0036857	Aldh7A1
FBgn0266537	CR45098
FBgn0042131	CG18808
FBgn0036654	CG9692
FBgn0085481	CG34452
FBgn0036710	CG6479
FBgn0287615	CR46484
FBgn0260388	CG42514
FBgn0058053	CR40053
FBgn0266595	CR45120
FBgn0036121	CG6310
FBti0020012	jockey
FBgn0035977	PGRP-LF
FBgn0260943	Rbp6
FBgn0260459	CG14106
FBgn0287185	nvd
FBgn0035282	CNMa
FBgn0042201	Nplp3
FBgn0037061	Trmt112
FBgn0035444	CG12012
FBgn0036937	Ir76b
FBgn0267482	CR45832
FBti0060168	INE-1
FBgn0265927	CR44716
FBti0063849	INE-1
FBgn0014850	Eig71Ej
FBgn0267321	CR45757
FBgn0036153	CG7573
FBgn0265884	CR44673
FBgn0035755	CG14830
FBgn0053289	ppk5
FBgn0015766	Msr-110
FBgn0267966	CR46246
FBgn0053269	CG33269
FBgn0036063	CG6674
FBti0061226	INE-1
FBgn0036459	CG3349
FBgn0267452	CR45802
FBgn0035989	Atat
FBgn0052103	SCaMC
FBgn0263379	CR43431
FBgn0036062	CG6685
FBti0020226	mariner2
FBgn0052208	825-Oak
FBgn0052195	CG32195
FBgn0035407	Asciz
FBgn0036386	CG8833
FBgn0036872	CG12519
FBgn0035337	CG15877
FBgn0267316	CR45752
FBti0020020	pogo
FBgn0036212	CG11597
FBgn0036222	SdhAL
FBti0060375	INE-1
FBti0061429	INE-1
FBgn0036586	CG13070
FBti0062096	copia
FBgn0035630	CG10576
FBgn0053702	CG33702
FBgn0265709	CR44516
FBgn0260434	CG42529
FBgn0035715	Ist1
FBgn0035464	PIG-B
FBgn0035317	Oseg2
FBti0020280	invader2
FBgn0035501	CG1299
FBgn0286872	CG46394
FBgn0035936	Tsp66E
FBti0020057	BS
FBgn0000543	ecd
FBgn0260644	CG42536
FBgn0035543	CG15020
FBgn0026372	RpL23A
FBgn0052053	CG32053
FBgn0035473	mge
FBti0215345	rover
FBgn0065051	MeU5-U42
FBgn0036441	CG13476
FBgn0052181	CG32181
FBgn0053160	CG33160
FBgn0259986	nab
FBgn0035793	CG7546
FBgn0037031	CG11456
FBgn0267961	CR46241
FBgn0028667	Vha16-3
FBgn0010830	l(3)04053
FBgn0266943	CR45394
FBgn0040298	Myt1
FBgn0267716	CR46049
FBgn0052105	Lmx1a
FBgn0040291	Roc1b
FBgn0010424	TpnC73F
FBgn0265467	CR44360
FBgn0260987	vtd
FBgn0036691	beg
FBgn0027549	Nulp1
FBgn0035452	CG10359
FBgn0035572	CG13711
FBti0061224	INE-1
FBgn0086254	Akr1B
FBti0020211	Quasimodo
FBgn0259167	CG42272
FBti0061251	INE-1
FBgn0036273	INPP5E
FBgn0085298	CG34269
FBgn0035540	Syx17
FBgn0266535	CR45096
FBgn0267470	CR45820
FBgn0043783	CG32444
FBti0061014	G6
FBgn0035203	Acat2
FBgn0002778	mnd
FBti0061830	INE-1
FBgn0266949	CR45400
FBgn0259785	pzg
FBgn0266681	CR45171
FBgn0036579	Tmx3
FBgn0265913	CR44702
FBgn0037123	CG14569
FBgn0263392	Tet
FBgn0260874	Ir76a
FBgn0265742	CR44549
FBgn0044050	Ilp3
FBgn0052194	CR32194
FBgn0267298	CR45734
FBgn0036774	mRpS26
FBgn0037156	CG11523
FBgn0036410	CG8100
FBgn0266654	CR45161
FBgn0036205	CG14131
FBti0062697	F
FBgn0010408	RpS9
FBgn0035153	ebd1
FBgn0014073	Tie
FBti0063964	Cr1a
FBgn0035688	fmt
FBgn0001253	ImpE1
FBgn0036336	Icmt
FBti0062010	invader1
FBti0061223	INE-1
FBgn0029113	Uba2
FBti0020159	Doc
FBgn0011293	a10
FBgn0267553	CR45893
FBti0063228	Cr1a
FBgn0011855	Glu-CTC-3-9
FBti0062190	INE-1
FBti0062157	INE-1
FBti0061949	INE-1
FBti0060294	INE-1
FBti0060395	INE-1
FBgn0035839	CG7550
FBgn0262898	CR43253
FBti0062445	diver2
FBgn0053217	CG33217
FBgn0035420	hob
FBgn0052023	CG32023
FBti0020203	blood
FBgn0285951	mRpS34
FBgn0264478	CG43886
FBti0060611	INE-1
FBgn0035258	CG13931
FBgn0004465	Su(P)
FBgn0036844	Mkp3
FBgn0261090	Sytbeta
FBgn0036919	Grasp65
FBti0061554	INE-1
FBgn0035235	CG7879
FBgn0264908	pHCl-1
FBgn0259969	Sfp65A
FBgn0053766	CG33766
FBgn0250836	Acbp3
FBgn0265889	CR44678
FBgn0035960	CG4942
FBti0059714	roo
FBgn0035598	CG4669
FBgn0027547	CG1927
FBgn0040798	CG13069
FBti0062129	INE-1
FBgn0001179	hay
FBgn0035145	MED14
FBti0063954	INE-1
FBgn0036366	JMJD7
FBgn0260027	CG42495
FBti0060821	INE-1
FBgn0036882	Dred
FBgn0011828	Pxn
FBti0020024	Tirant
FBgn0037060	CG10508
FBgn0037022	CG11396
FBti0020219	FB; nrm[FB]
FBgn0023197	Jon74E
FBgn0036936	CG14185
FBgn0036460	CG5114
FBgn0004589	Eig71Eb
FBgn0035934	TrpA1
FBti0064311	Tc1-2
FBgn0262623	CG43147
FBgn0010246	Myo61F
FBti0020072	teq[iso-1]
FBgn0263599	Brr2
FBgn0035431	CG14968
FBti0020223	transib3
FBgn0025725	alphaCOP
FBgn0036584	CG13054
FBti0063891	McClintock
FBgn0011762	Prim1
FBgn0012058	Cdc27
FBgn0264310	CR43785
FBgn0086064	Me28S-G3113b
FBgn0286833	CG46387
FBgn0035640	mad2
FBgn0285958	Fuca
FBti0059763	Idefix
FBgn0265469	CG44362
FBgn0052198	CG32198
FBgn0035256	CG13930
FBgn0266675	CR45165
FBgn0035522	CG1273
FBgn0013811	Dhc62B
FBti0060232	INE-1
FBti0063860	INE-1
FBgn0287594	CG46463
FBgn0035589	CHMP2B
FBgn0266649	CR45156
FBti0059837	G
FBgn0263553	mir-4913
FBgn0035768	CG14834
FBgn0035293	CG5687
FBgn0267476	CR45826
FBgn0037150	CG7133
FBgn0041156	exex
FBgn0266969	CR45420
FBti0215368	Tc1
FBgn0037035	CG10589
FBgn0039977	Spf30
FBti0062132	INE-1
FBgn0266650	CR45157
FBti0063941	BS3
FBgn0266402	CR45042
FBti0062032	HMS-Beagle2
FBgn0283500	Sac1
FBgn0011361	ND-ACP
FBgn0085295	CG34266
FBti0020288	Cr1a
FBti0059890	Max
FBgn0265760	CR44567
FBti0061550	INE-1
FBgn0036306	CG10973
FBgn0001226	Hsp27
FBgn0035993	Nf-YA
FBgn0035877	CG7083
FBgn0266768	CR45233
FBgn0052232	t-Grip128
FBgn0263615	CR43624
FBgn0035776	CG8564
FBgn0036423	CG3919
FBgn0286731	Or-ACA8
FBgn0035763	mrva
FBgn0036360	CG10713
FBgn0035434	Drsl5
FBgn0047330	CG32235
FBgn0053051	Polr3G
FBgn0052333	CG32333
FBgn0086071	Or-CD11b
FBgn0264466	CR43874
FBti0063358	INE-1
FBgn0036856	Mettl5
FBti0020112	Stalker2
FBgn0265724	CR44531
FBti0063978	INE-1
FBti0062534	ninja-Dsim-like
FBgn0036896	wnd
FBgn0036016	CG3306
FBgn0053770	CG33770
FBgn0264605	CG43954
FBgn0035379	spz5
FBgn0037203	slif
FBgn0052115	CG32115
FBti0020278	X
FBgn0052095	CG32095
FBgn0036416	CG7924
FBti0061417	BS
FBgn0002842	sa
FBti0215334	Quasimodo
FBgn0035795	CG16998
FBgn0025355	SuUR
FBgn0067864	Patj
FBti0060444	G4
FBgn0260945	Atg1
FBgn0036830	COX6AL2
FBgn0020887	Su(z)12
FBgn0026189	promL
FBgn0036230	CG11570
FBgn0035537	CG11342
FBgn0037206	CG12768
FBgn0036938	CG14187
FBgn0267531	CR45871
FBgn0266970	CR45421
FBgn0036324	CG12520
FBgn0036969	Spn77Bb
FBgn0035581	Dnah3
FBgn0267301	CR45737
FBgn0085736	CG40472
FBti0063933	INE-1
FBgn0267472	CR45822
FBgn0264573	CR43945
FBti0020158	mdg1
FBgn0035641	CG5568
FBgn0285896	btl
FBgn0035392	CG1271
FBgn0086067	Me28S-A771
FBgn0264305	CG43783
FBgn0261353	Ccdc56
FBgn0036345	CG17300
FBgn0265753	CR44560
FBgn0267535	CR45875
FBgn0264302	wrm1
FBgn0036695	Papst2
FBgn0264725	CG43993
FBgn0085458	CG34429
FBti0061272	INE-1
FBgn0004590	Eig71Ec
FBgn0052462	CG32462
FBgn0035298	SCOT
FBgn0036873	CG18294
FBgn0036364	CG14109
FBgn0028980	tant
FBgn0036419	CG13482
FBti0061894	jockey2
FBgn0053170	CG33170
FBti0062775	INE-1
FBgn0052267	CG32267
FBgn0035829	HP4
FBgn0035872	Cpsf6
FBgn0087007	bbg
FBti0062621	INE-1
FBgn0053985	CG33985
FBti0062556	INE-1
FBti0060782	INE-1
FBgn0035478	CG10853
FBgn0267597	CR45935
FBgn0264571	CR43943
FBgn0035949	CG13314
FBgn0087039	Sbp2
FBti0062585	INE-1
FBgn0052288	Cys-GCA-1-1
FBgn0052440	CG32440
FBgn0035586	Fitm
FBgn0287586	CG46456
FBgn0052351	S-Lap2
FBgn0036446	Mgat4a
FBgn0266116	CR44842
FBgn0035534	mRpS6
FBgn0263556	mir-4940
FBti0061391	INE-1
FBgn0083992	Mkp
FBti0060702	INE-1
FBti0060775	INE-1
FBgn0035677	CG13293
FBgn0036992	Hpd
FBgn0036191	Sugb
FBgn0052237	CG32237
FBgn0026418	Hsp110
FBti0060786	INE-1
FBgn0036195	Dnai2
FBgn0267629	CR45967
FBgn0267529	CR45869
FBgn0259824	Hip14
FBgn0053504	U7
FBgn0053257	CG33257
FBti0062517	gypsy8
FBgn0036250	Ir68b
FBgn0044048	Ilp5
FBti0020156	jockey
FBgn0267528	CR45868
FBti0060434	mdg1
